Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
si_kozachenko_k-1,lateraloccipital,precuneus,Pairwise,0.18185896884106212,,298051
mi_kraskov_NN-4,lateraloccipital,precuneus,Pairwise,0.03723649388200023,,298051
tlmi_kraskov_NN-4,lateraloccipital,precuneus,Pairwise,0.020252381038408984,,298051
di_kozachenko,lateraloccipital,precuneus,Pairwise,0.3791005877307052,,298051
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,precuneus,Pairwise,0.001503566739474974,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,precuneus,Pairwise,-0.009618851982466259,,298051
ce_kozachenko,lateraloccipital,precuneus,Pairwise,1.3845807976291762,,298051
cce_kozachenko,lateraloccipital,precuneus,Pairwise,5.386263862644027,,298051
entropy_kozachenko,bankssts,bankssts,Single-process,1.4302721723469967,bankssts,298051
AIS_kraskov,bankssts,bankssts,Single-process,0.12446501512821673,bankssts,298051
je_kozachenko,lateraloccipital,bankssts,Pairwise,2.816116798747967,,298051
si_kozachenko_k-1,lateraloccipital,bankssts,Pairwise,0.054245583418131904,,298051
mi_kraskov_NN-4,lateraloccipital,bankssts,Pairwise,0.009371122677801935,,298051
tlmi_kraskov_NN-4,lateraloccipital,bankssts,Pairwise,0.0004993504119905623,,298051
di_kozachenko,lateraloccipital,bankssts,Pairwise,0.09282155428903138,,298051
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,bankssts,Pairwise,0.0010803719159795157,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,bankssts,Pairwise,0.001124171208386704,,298051
ce_kozachenko,lateraloccipital,bankssts,Pairwise,1.3865609328357338,,298051
cce_kozachenko,lateraloccipital,bankssts,Pairwise,6.569111739095026,,298051
entropy_kozachenko,parsopercularis,parsopercularis,Single-process,1.3923907109368736,parsopercularis,298051
AIS_kraskov,parsopercularis,parsopercularis,Single-process,0.24282469173101529,parsopercularis,298051
je_kozachenko,lateraloccipital,parsopercularis,Pairwise,2.8793760395056505,,298051
si_kozachenko_k-1,lateraloccipital,parsopercularis,Pairwise,0.09247741051352643,,298051
mi_kraskov_NN-4,lateraloccipital,parsopercularis,Pairwise,0.0007847951876556181,,298051
tlmi_kraskov_NN-4,lateraloccipital,parsopercularis,Pairwise,0.0018227168601043786,,298051
di_kozachenko,lateraloccipital,parsopercularis,Pairwise,0.2134722899559094,,298051
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Pairwise,1.6941746982253177e-06,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,parsopercularis,Pairwise,-0.01659870786811224,,298051
ce_kozachenko,lateraloccipital,parsopercularis,Pairwise,1.4498129963577777,,298051
cce_kozachenko,lateraloccipital,parsopercularis,Pairwise,6.123822865509583,,298051
